location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Kaufingerstraße, München;2020-08-14 00:00:00 +0200;Friday;78414;25;rain;
Kaufingerstraße, München;2020-08-15 00:00:00 +0200;Saturday;41543;27;rain;
Kaufingerstraße, München;2020-08-16 00:00:00 +0200;Sunday;24541;27;rain;
Kaufingerstraße, München;2020-08-17 00:00:00 +0200;Monday;74087;23;rain;
Kaufingerstraße, München;2020-08-18 00:00:00 +0200;Tuesday;65737;23;rain;
Kaufingerstraße, München;2020-08-19 00:00:00 +0200;Wednesday;70846;26;rain;
Kaufingerstraße, München;2020-08-20 00:00:00 +0200;Thursday;60779;30;clear-day;
Kaufingerstraße, München;2020-08-21 00:00:00 +0200;Friday;53638;33;clear-day;
Kaufingerstraße, München;2020-08-22 00:00:00 +0200;Saturday;75515;23;rain;
Kaufingerstraße, München;2020-08-23 00:00:00 +0200;Sunday;27196;23;partly-cloudy-day;
Kaufingerstraße, München;2020-08-24 00:00:00 +0200;Monday;71020;22;partly-cloudy-day;
Kaufingerstraße, München;2020-08-25 00:00:00 +0200;Tuesday;65651;25;partly-cloudy-day;
Kaufingerstraße, München;2020-08-26 00:00:00 +0200;Wednesday;62560;26;wind;
Kaufingerstraße, München;2020-08-27 00:00:00 +0200;Thursday;66275;23;partly-cloudy-day;
Kaufingerstraße, München;2020-08-28 00:00:00 +0200;Friday;50559;27;rain;
Kaufingerstraße, München;2020-08-29 00:00:00 +0200;Saturday;54262;16;rain;
Kaufingerstraße, München;2020-08-30 00:00:00 +0200;Sunday;17683;16;rain;
Kaufingerstraße, München;2020-08-31 00:00:00 +0200;Monday;70301;19;rain;
Kaufingerstraße, München;2020-09-01 00:00:00 +0200;Tuesday;58137;16;rain;
Kaufingerstraße, München;2020-09-02 00:00:00 +0200;Wednesday;69628;19;rain;
Kaufingerstraße, München;2020-09-03 00:00:00 +0200;Thursday;73146;22;partly-cloudy-day;
Kaufingerstraße, München;2020-09-04 00:00:00 +0200;Friday;76366;27;partly-cloudy-day;
Kaufingerstraße, München;2020-09-05 00:00:00 +0200;Saturday;95303;27;rain;
Kaufingerstraße, München;2020-09-06 00:00:00 +0200;Sunday;22337;17;rain;
Kaufingerstraße, München;2020-09-07 00:00:00 +0200;Monday;97;19;rain;
Kaufingerstraße, München;2020-09-07 00:00:00 +0200;Monday;75029;;;
Kaufingerstraße, München;2020-09-08 00:00:00 +0200;Tuesday;60519;22;clear-day;
